Target,Feature,MeanAbsSHAP
res_u0,MorganFP_108,0.00033729180619513954
res_u0,MorganFP_2047,0.0003372068299804596
res_u0,MorganFP_1261,0.0003356561485347811
res_u0,MorganFP_110,0.0003355326112059629
res_u0,MorganFP_995,0.000332258046077186
res_u0,MorganFP_5,0.00033068319853413186
res_u0,MorganFP_2016,0.00032994268749415845
res_u0,MorganFP_448,0.00032983048837013484
res_u0,MorganFP_1495,0.0003297065304359421
res_u0,MorganFP_2020,0.00032829491084703476
res_u0,MorganFP_1418,0.0003275741310509801
res_u0,MorganFP_801,0.0003271950130620098
res_u0,MorganFP_670,0.00032655173679097514
res_u0,MorganFP_480,0.00032605222283746117
res_u0,MorganFP_1280,0.0003242928180261515
res_u0,MorganFP_387,0.00032362726200449286
res_u0,MorganFP_1096,0.00032358871695396373
res_u0,fr_lactam,0.00032104239271382083
res_u0,MorganFP_1148,0.00032035767773049885
res_u0,MorganFP_1447,0.0003203241189403343
res_u0,MorganFP_351,0.0003197958450855367
res_u0,MorganFP_1413,0.00031882099309405023
res_u0,MorganFP_2036,0.0003174074589915108
res_u0,MorganFP_1960,0.0003173879477981245
res_u0,MorganFP_1071,0.000317296098373788
res_u0,MorganFP_593,0.0003167041339329444
res_u0,MorganFP_1638,0.00031539290175714997
res_u0,MorganFP_1479,0.00031322403866215607
res_u0,MorganFP_1540,0.0003126025918272717
res_u0,MorganFP_1363,0.00031248989212144805
res_u0,MorganFP_573,0.00031235647617722863
res_u0,MorganFP_1474,0.0003112264614319429
res_u0,MorganFP_1951,0.000310498643288156
res_u0,MorganFP_429,0.00030927694728598
res_u0,MorganFP_1634,0.0003087399650485167
res_u0,MorganFP_1512,0.00030771256852719377
res_u0,MorganFP_1862,0.0003064191539397143
res_u0,MorganFP_1942,0.00030637714541808234
res_u0,MorganFP_582,0.00030513208304023463
res_u0,MorganFP_407,0.00030496567080047043
res_u0,MorganFP_1145,0.0003040678455207626
res_u0,MorganFP_1240,0.00030290518619585785
res_u0,MorganFP_554,0.0003028941622742423
res_u0,MorganFP_193,0.00030242080631023784
res_u0,MorganFP_1035,0.00030152117302350233
res_u0,MorganFP_323,0.00030109409467340953
res_u0,MorganFP_1919,0.0002992208683504032
